"OPCOES_MUN"
"3453401 - Tanabi"
"3453609 - Tapiratiba"
"3453500 - Tapiraí"
"3453658 - Taquaral"
"3453708 - Taquaritinga"
"3453807 - Taquarituba"
"3453856 - Taquarivaí"
"3453906 - Tarabai"
"3453955 - Tarumã"
"3454003 - Tatuí"
"3454102 - Taubaté"
"3454201 - Tejupá"
"3454300 - Teodoro Sampaio"
"3454409 - Terra Roxa"
"3454508 - Tietê"
"3454607 - Timburi"
"3454656 - Torre de Pedra"
"3454706 - Torrinha"
"3454755 - Trabiju"
"3454805 - Tremembé"
"3454904 - Três Fronteiras"
"3454953 - Tuiuti"
"3455109 - Tupi Paulista"
"3455000 - Tupã"
"3455208 - Turiúba"
"3455307 - Turmalina"
"3455356 - Ubarana"
"3455406 - Ubatuba"
"3455505 - Ubirajara"
"3455604 - Uchoa"
"3455703 - União Paulista"
"3455901 - Uru"
"3456008 - Urupês"
"3455802 - Urânia"
"3456107 - Valentim Gentil"
"3456206 - Valinhos"
"3456305 - Valparaíso"
"3456354 - Vargem"
"3456453 - Vargem Grande Paulista"
"3456404 - Vargem Grande do Sul"
"3456602 - Vera Cruz"
"3456701 - Vinhedo"
"3456800 - Viradouro"
"3456909 - Vista Alegre do Alto"
"3456958 - Vitória Brasil"
"3457006 - Votorantim"
"3457105 - Votuporanga"
"3456503 - Várzea Paulista"
"3457154 - Zacarias"
"3400402 - Águas da Prata"
"3400501 - Águas de Lindóia"
"3400550 - Águas de Santa Bárbara"
"3400600 - Águas de São Pedro"
"3401202 - Álvares Florence"
"3401301 - Álvares Machado"
"3401400 - Álvaro de Carvalho"
"3433809 - Óleo"
