"OPCOES_CARGA"
"101 - Cavalos, asininos e muares, vivos..."
"102 - Animais vivos da espécie bovina..."
"103 - Animais vivos da espécie suína..."
"104 - Animais vivos das espécies ovina e capri..."
"105 - Galos, galinhas, patos, gansos, perus, p..."
"106 - Outros animais vivos..."
"201 - Carnes de animais da espécie bovina, fre..."
"202 - Carnes de animais da espécie bovina, con..."
"203 - Carnes de animais da espécie suína, fres..."
"204 - Carnes de animais das espécies ovina ou ..."
"205 - Carnes de animais das espécies cavalar, ..."
"206 - Miudezas comestíveis de animais das espé..."
"207 - Carnes e miudezas comestíveis, frescas, ..."
"208 - Outras carnes e miudezas comestíveis, fr..."
"209 - Toucinho sem partes magras, gorduras de ..."
"210 - Carnes e miudezas, comestíveis, salgadas..."
"301 - Peixes vivos..."
"302 - Peixes frescos ou refrigerados, exceto o..."
"303 - Peixes congelados, exceto os filés de pe..."
"304 - Filés de peixes e outra carne de peixes ..."
"305 - Peixes secos, salgados ou em salmoura; p..."
"306 - Crustáceos, mesmo sem casca, vivos, fres..."
"307 - Moluscos, com ou sem concha, vivos, fres..."
"308 - Invertebrados aquáticos, exceto crustáce..."
"309 - Farinhas, pós e pellets, de peixe, crust..."
"401 - Leite e nata, não concentrados nem adici..."
"402 - Leite e nata, concentrados ou adicionado..."
"403 - Leitelho, leite e nata coalhados, iogurt..."
"404 - Soro de leite, mesmo concentrado ou adic..."
"405 - Manteiga e outras matérias gordas proven..."
"406 - Queijos e requeijão..."
"407 - Ovos de aves, com casca, frescos, conser..."
"408 - Ovos de aves, sem casca, e gemas de ovos..."
"409 - Mel natural..."
"410 - Produtos comestíveis de origem animal, n..."
"501 - Cabelos em bruto, mesmo lavados ou desen..."
"502 - Cerdas de porco ou de javali; pêlos de t..."
"503 - Crinas e seus desperdícios, mesmo em man..."
"504 - Tripas, bexigas e estômagos de animais, ..."
"505 - Peles e outras partes de aves, com as su..."
"506 - Ossos e núcleos córneos, em bruto, desen..."
"507 - Marfim, carapaças de tartaruga, barbas, ..."
"508 - Coral e matérias semelhantes, em bruto o..."
"509 - Esponjas naturais de origem animal..."
"510 - Âmbar-cinzento, castóreo, algália e almí..."
"511 - Produtos de origem animal, não especific..."
"601 - Bolbos, tubérculos, raízes tuberosas, re..."
"602 - Outras plantas vivas (incluídas as suas ..."
"603 - Flores e seus botões, cortados para ramo..."
"604 - Folhagem, folhas, ramos e outras partes ..."
"701 - Batatas, frescas ou refrigeradas..."
"702 - Tomates, frescos ou refrigerados..."
"703 - Cebolas, chalotas, alho comum, alho-porr..."
"704 - Couves, couve-flor, repolho ou couve fri..."
"705 - Alface (Lactuca sativa) e chicórias (Cic..."
"706 - Cenouras, nabos, beterrabas para salada,..."
"707 - Pepinos e pepininhos (cornichons), fresc..."
"708 - Legumes de vagem, com ou sem vagem, fres..."
"709 - Outros produtos hortícolas, frescos ou r..."
"710 - Produtos hortícolas, não cozidos ou cozi..."
"711 - Produtos hortícolas conservados transito..."
"712 - Produtos hortícolas secos, mesmo cortado..."
"713 - Legumes de vagem, secos, em grão, mesmo ..."
"714 - Raízes de mandioca, de araruta e de sale..."
"801 - Cocos, castanha do Brasil e castanha de ..."
"802 - Outras frutas de casca rija, frescas ou ..."
"803 - Bananas frescas ou secas..."
"804 - Tâmaras, figos, ananases (abacaxis), aba..."
"805 - Citrinos, frescos ou secos..."
"806 - Uvas frescas ou secas..."
"807 - Melões, melancias e papaias (mamões), fr..."
"808 - Maçãs, pêras e marmelos, frescos..."
"809 - Damascos, cerejas, pêssegos (incluídas a..."
"810 - Outras frutas frescas..."
"811 - Frutas, não cozidas ou cozidas em água o..."
